yy;mm;dd;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
1991;3;25;NA;NA;NA;NA;NA;NA;7.2;NA;16.8;NA;NA;NA;NA;NA;NA;NA;20;11.8;NA;2;NA;NA;12.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.4;NA;NA;NA;NA;NA;NA;6;NA;NA;4.8;NA;NA;NA;NA;NA;12.4;NA
1991;3;26;NA;NA;NA;NA;NA;NA;14.2;NA;2.6;NA;NA;NA;NA;NA;NA;NA;6.4;20.2;NA;3.8;NA;NA;3.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.6;NA;NA;2.4;NA;NA;NA;NA;NA;1.8;NA
1991;3;27;NA;NA;NA;NA;NA;NA;51.2;NA;9.2;NA;NA;NA;NA;NA;NA;NA;26.2;24.8;NA;5.2;NA;NA;11.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34.6;NA;NA;NA;NA;NA;NA;31.6;NA;NA;33.2;NA;NA;NA;NA;NA;27.6;NA
1991;3;28;NA;NA;NA;NA;NA;NA;0;NA;0.8;NA;NA;NA;NA;NA;NA;NA;0.2;0;NA;6.4;NA;NA;3.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;NA;NA;1;NA;NA;NA;NA;NA;0.4;NA
1991;3;29;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.6;NA;NA;NA;NA;NA;NA;0;NA;NA;1;NA;NA;NA;NA;NA;0.6;NA
1991;3;30;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA
1991;3;31;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA
1991;4;1;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;2;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;3;NA;NA;NA;NA;NA;NA;1.4;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;4;NA;NA;NA;NA;NA;NA;4.2;NA;1.8;NA;NA;NA;NA;NA;NA;NA;3;2;NA;1;NA;NA;1.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.2;NA;NA;NA;NA;NA;NA;3.4;NA;NA;3.6;NA;NA;NA;NA;NA;3.8;8.6
1991;4;5;NA;NA;NA;NA;NA;NA;13;NA;7.8;NA;NA;NA;NA;NA;NA;NA;15.6;14.4;NA;2.6;NA;NA;13.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.8;NA;NA;NA;NA;NA;NA;15;NA;NA;8;NA;NA;NA;NA;NA;6.8;11.2
1991;4;6;NA;NA;NA;NA;NA;NA;5;NA;1;NA;NA;NA;NA;NA;NA;NA;0.4;0.2;NA;6.4;NA;NA;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.2;NA;NA;NA;NA;NA;NA;4.2;NA;NA;3.4;NA;NA;NA;NA;NA;1.4;0.6
1991;4;7;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;1.2;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;8;NA;NA;NA;NA;NA;NA;7.8;NA;0.6;NA;NA;NA;NA;NA;NA;NA;0.6;1.2;NA;0.2;NA;NA;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;NA;NA;NA;NA;NA;NA;0.8;NA;NA;0.2;NA;NA;NA;NA;NA;0.6;1.6
1991;4;9;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;10;NA;NA;NA;NA;NA;NA;0;NA;0.6;NA;NA;NA;NA;NA;NA;NA;1;0;NA;0.4;NA;NA;0.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;NA;NA;NA;NA;NA;NA;0;NA;NA;0.4;NA;NA;NA;NA;NA;0.6;0
1991;4;11;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0.4;NA;NA;NA;NA;NA;0;0
1991;4;12;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0.4;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;13;NA;NA;NA;NA;NA;NA;0;NA;0.4;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;14;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.2;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;1.6;NA;NA;0.2;NA;NA;NA;NA;NA;0.2;0.2
1991;4;15;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;16;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;17;NA;NA;NA;NA;NA;NA;25.4;NA;8;NA;NA;NA;NA;NA;NA;NA;17.6;30.4;NA;10.8;NA;NA;6.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.2;NA;NA;NA;NA;NA;NA;33;NA;NA;18;NA;NA;NA;NA;NA;18;26.8
1991;4;18;NA;NA;NA;NA;NA;NA;1.2;NA;2;NA;NA;NA;NA;NA;NA;NA;1.8;7.6;NA;4.8;NA;NA;5.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;9.4;NA;NA;10.8;NA;NA;NA;NA;NA;4;0.6
1991;4;19;NA;NA;NA;NA;NA;NA;0;NA;2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;NA;NA;0;0.4
1991;4;20;NA;NA;NA;NA;NA;NA;0;NA;0.2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0.8;NA;NA;NA;NA;NA;0;0.4
1991;4;21;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;2;3;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;4.4;5.8
1991;4;22;NA;NA;NA;NA;NA;NA;2.4;NA;0;NA;NA;NA;NA;NA;NA;NA;2;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;3.2;NA;NA;0;NA;NA;NA;NA;NA;0.6;0.8
1991;4;23;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0.2;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;24;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0.2
1991;4;25;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;26;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0.4;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;4;27;NA;NA;NA;NA;NA;NA;0.8;NA;1.6;NA;NA;NA;NA;NA;NA;NA;3.6;38.8;NA;1;NA;NA;3.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;5.6;NA;NA;2;NA;NA;NA;NA;NA;3.8;1.4
1991;4;28;NA;NA;NA;NA;NA;NA;1.4;NA;0;NA;NA;NA;NA;NA;NA;NA;0.8;0.2;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;4;NA;NA;NA;NA;NA;0;4.6
1991;4;29;NA;NA;NA;NA;NA;NA;0.2;NA;1.6;NA;NA;NA;NA;NA;NA;NA;0.2;0;NA;0.6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0.2;0
1991;4;30;NA;NA;NA;NA;NA;NA;0.4;NA;3.6;NA;NA;NA;NA;NA;NA;NA;2.2;4.6;NA;2.8;NA;NA;1.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6;NA;NA;NA;NA;NA;NA;0.6;NA;NA;5.2;NA;NA;NA;NA;NA;3.2;0.8
1991;5;1;NA;NA;NA;NA;NA;NA;15.2;NA;2;NA;NA;NA;NA;NA;NA;NA;2;13.8;NA;3.8;NA;NA;3.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6;NA;NA;NA;NA;NA;NA;0.6;NA;NA;0.2;NA;NA;NA;NA;NA;0.8;12.2
1991;5;2;NA;NA;NA;NA;NA;NA;49.2;NA;35.2;NA;NA;NA;NA;NA;NA;NA;48.4;67.6;NA;38;NA;NA;47.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.6;NA;NA;NA;NA;NA;NA;40.4;NA;NA;38.4;NA;NA;NA;NA;NA;44.2;83.6
1991;5;3;NA;NA;NA;NA;NA;NA;59.2;NA;36;NA;NA;NA;NA;NA;NA;NA;39.6;46.4;NA;45.2;NA;NA;28.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.6;NA;NA;NA;NA;NA;NA;61.6;NA;NA;49.4;NA;NA;NA;NA;NA;42.2;56.8
1991;5;4;NA;NA;NA;NA;NA;NA;28.4;NA;51.8;NA;NA;NA;NA;NA;NA;NA;31.4;33;NA;34.6;NA;NA;37.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25.8;NA;NA;NA;NA;NA;NA;38.4;NA;NA;30;NA;NA;NA;NA;NA;43;29.2
1991;5;5;NA;NA;NA;NA;NA;NA;5.4;NA;11.4;NA;NA;NA;NA;NA;NA;NA;11;2.6;NA;4.8;NA;NA;7.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.4;NA;NA;NA;NA;NA;NA;5.6;NA;NA;11.2;NA;NA;NA;NA;NA;5.6;5.6
1991;5;6;NA;NA;NA;NA;NA;NA;8.8;NA;5.6;NA;NA;NA;NA;NA;NA;NA;21.2;16.8;NA;4.2;NA;NA;4.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.4;NA;NA;NA;NA;NA;NA;17.4;NA;NA;17.4;NA;NA;NA;NA;NA;15.6;14.8
1991;5;7;NA;NA;NA;NA;NA;NA;0.2;NA;0;NA;NA;NA;NA;NA;NA;NA;0.2;0;NA;3.8;NA;NA;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;1.8;NA;NA;NA;NA;NA;1.4;0
1991;5;8;NA;NA;NA;NA;NA;NA;4.2;NA;0.2;NA;NA;NA;NA;NA;NA;NA;0;1.2;NA;0.2;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4;NA;NA;NA;NA;NA;NA;5.8;NA;NA;0;NA;NA;NA;NA;NA;0.2;13
1991;5;9;NA;NA;NA;NA;NA;NA;18.8;NA;6.4;NA;NA;NA;NA;NA;NA;NA;32.2;8.8;NA;6.4;NA;NA;5.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;NA;NA;NA;NA;NA;NA;8.4;NA;NA;4.6;NA;NA;NA;NA;NA;5.8;15
1991;5;10;NA;NA;NA;NA;NA;NA;27.4;NA;33.4;NA;NA;NA;NA;NA;NA;NA;33.2;24.4;NA;35.2;NA;NA;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.4;NA;NA;NA;NA;NA;NA;20.6;NA;NA;23.2;NA;NA;NA;NA;NA;30;22.8
1991;5;11;NA;NA;NA;NA;NA;NA;17.2;NA;0.6;NA;NA;NA;NA;NA;NA;NA;40.4;27.4;NA;0;NA;NA;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;NA;NA;NA;NA;NA;NA;1;NA;NA;0.8;NA;NA;NA;NA;NA;24.2;11.8
1991;5;12;NA;NA;NA;NA;NA;NA;2;NA;5.2;NA;NA;NA;NA;NA;NA;NA;3.6;3.4;NA;17;NA;NA;3.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;NA;NA;NA;NA;NA;NA;4.2;NA;NA;5.8;NA;NA;NA;NA;NA;2.6;3.4
1991;5;13;NA;NA;NA;NA;NA;NA;0.2;NA;1.2;NA;NA;NA;NA;NA;NA;NA;0.6;0.2;NA;0.4;NA;NA;1.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6;NA;NA;NA;NA;NA;NA;0.8;NA;NA;1.2;NA;NA;NA;NA;NA;0.2;0
1991;5;14;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.2;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;15;NA;NA;NA;NA;NA;NA;17.2;NA;28.6;NA;NA;NA;NA;NA;NA;NA;47;26.6;NA;26.8;NA;NA;28.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;NA;NA;25.2;NA;NA;NA;NA;NA;37.6;17.4
1991;5;16;NA;NA;NA;NA;NA;NA;16.2;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0.2;NA;NA;0.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.6;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0.2;0.2
1991;5;17;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;18;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0.4;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;19;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;2.2;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.8;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;20;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0.4;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;21;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;22;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;23;NA;NA;NA;NA;NA;NA;0;NA;7.6;NA;NA;NA;NA;NA;NA;NA;1.4;0;NA;0.8;NA;NA;4.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;4;NA;NA;1;NA;NA;NA;NA;NA;4.6;0.6
1991;5;24;NA;NA;NA;NA;NA;NA;1.8;NA;0.4;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0.4;NA;NA;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;NA;NA;0.2;0
1991;5;25;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0.6;NA;NA;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;26;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6;NA;NA;NA;NA;NA;NA;0.2;NA;NA;0;NA;NA;NA;NA;NA;0;0.4
1991;5;27;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;28;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;29;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;3.6;NA;NA;0;NA;NA;NA;NA;NA;0;0.2
1991;5;30;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.2;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0.8;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;5;31;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;6;1;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;6;2;NA;NA;NA;NA;NA;NA;0.4;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;4
1991;6;3;NA;NA;NA;NA;NA;NA;7.8;NA;11;NA;NA;NA;NA;NA;NA;NA;45.4;67.6;NA;2.2;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6;NA;NA;NA;NA;NA;NA;30.4;NA;NA;3.8;NA;NA;NA;NA;NA;23.4;2
1991;6;4;NA;NA;NA;NA;NA;NA;16.6;NA;86.2;NA;NA;NA;NA;NA;NA;NA;66.4;37;NA;35.4;NA;NA;89.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41.4;NA;NA;NA;NA;NA;NA;8;NA;NA;52.6;NA;NA;NA;NA;NA;21.8;13.8
1991;6;5;NA;NA;NA;NA;NA;NA;1;NA;0.4;NA;NA;NA;NA;NA;NA;NA;0.2;0;NA;13.8;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;0.8;NA;NA;0.6;NA;NA;NA;NA;NA;0;0
1991;6;6;NA;NA;NA;NA;NA;NA;5.4;NA;27.6;NA;NA;NA;NA;NA;NA;NA;19.2;11;NA;49.4;NA;NA;38.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25.4;NA;NA;NA;NA;NA;NA;7.2;NA;NA;29;NA;NA;NA;NA;NA;18.6;8.4
1991;6;7;NA;NA;NA;NA;NA;NA;0.8;NA;3.6;NA;NA;NA;NA;NA;NA;NA;11.2;1.2;NA;3;NA;NA;1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.8;NA;NA;NA;NA;NA;NA;1;NA;NA;1.8;NA;NA;NA;NA;NA;8.2;7
1991;6;8;NA;NA;NA;NA;NA;NA;0.8;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;6.4;NA;NA;0.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;NA;NA;NA;NA;NA;NA;0.4;NA;NA;1;NA;NA;NA;NA;NA;0;0.2
1991;6;9;NA;NA;NA;NA;NA;NA;0;NA;0.2;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0.2;NA;NA;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0.2;NA;NA;NA;NA;NA;0.2;0
1991;6;10;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;0
1991;6;11;NA;NA;NA;NA;NA;NA;8.4;NA;1.4;NA;NA;NA;NA;NA;NA;NA;0.6;0;NA;7.2;NA;NA;9.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.4;NA;NA;NA;NA;NA;NA;1.4;NA;NA;1.4;NA;NA;NA;NA;NA;1.6;0.8
1991;6;12;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;0
1991;6;13;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;0
1991;6;14;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;1
1991;6;15;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;0
1991;6;16;NA;NA;NA;NA;NA;NA;0.8;NA;1.2;NA;NA;NA;NA;NA;NA;NA;0.8;0;NA;0.8;NA;NA;0.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;0.6
